job_title,location,industry,skills,experience,salary_lpa,posted_date
Business Analyst,Mumbai,IT,"communication, excel, sql",1,8,2023-08-24
Business Analyst,Mumbai,HealthTech,"communication, sql, excel",4,6,2023-12-20
AI Engineer,Hyderabad,FinTech,"ml, ai, nlp",4,6,2024-08-29
Web Developer,Pune,FinTech,"javascript, html, react",4,15,2024-12-10
Web Developer,Pune,HealthTech,"react, javascript, css",3,4,2023-09-21
Cloud Engineer,Pune,HealthTech,"linux, docker, azure",5,14,2023-03-12
Cyber Security Analyst,Pune,EdTech,"security, linux, networking",5,7,2024-09-25
Cyber Security Analyst,Mumbai,FinTech,"security, linux, networking",2,19,2023-08-14
Data Analyst,Mumbai,EdTech,"power bi, sql, python",1,21,2023-03-28
Cloud Engineer,Hyderabad,E-Commerce,"linux, aws, azure",8,4,2023-09-12
DevOps Engineer,Mumbai,IT,"aws, linux, kubernetes",3,23,2023-01-23
DevOps Engineer,Bangalore,IT,"aws, linux, kubernetes",6,13,2024-07-25
AI Engineer,Pune,HealthTech,"nlp, ai, ml",7,6,2024-08-20
AI Engineer,Bangalore,EdTech,"nlp, ml, ai",2,15,2024-12-27
Web Developer,Chennai,E-Commerce,"react, html, css",3,23,2024-11-24
ML Engineer,Pune,E-Commerce,"python, ml, deep learning",3,24,2023-10-01
Cloud Engineer,Chennai,FinTech,"aws, docker, azure",2,23,2023-03-21
Web Developer,Chennai,IT,"html, css, react",2,8,2023-06-15
ML Engineer,Hyderabad,HealthTech,"tensorflow, python, deep learning",3,17,2023-11-18
Cloud Engineer,Chennai,IT,"aws, linux, azure",3,10,2023-07-17
Data Analyst,Bangalore,HealthTech,"excel, power bi, sql",5,14,2024-01-18
Data Scientist,Mumbai,FinTech,"statistics, ml, python",8,15,2023-10-12
Data Scientist,Hyderabad,EdTech,"ml, python, statistics",5,20,2024-05-08
Data Scientist,Delhi,E-Commerce,"statistics, sql, python",2,6,2024-06-06
DevOps Engineer,Delhi,EdTech,"linux, aws, kubernetes",3,13,2023-05-19
Cyber Security Analyst,Hyderabad,HealthTech,"networking, linux, security",1,18,2023-12-23
Software Engineer,Delhi,IT,"python, java, oops",6,15,2023-12-05
DevOps Engineer,Chennai,IT,"kubernetes, docker, aws",6,14,2023-08-18
Software Engineer,Hyderabad,E-Commerce,"sql, oops, java",5,15,2023-02-11
Software Engineer,Pune,FinTech,"oops, java, python",6,6,2024-11-16
Data Scientist,Chennai,HealthTech,"ml, python, sql",6,12,2023-11-20
ML Engineer,Hyderabad,IT,"tensorflow, ml, python",4,22,2023-01-04
Cyber Security Analyst,Chennai,HealthTech,"networking, security, linux",7,14,2024-05-19
Business Analyst,Hyderabad,FinTech,"excel, sql, communication",4,14,2024-06-23
DevOps Engineer,Pune,HealthTech,"kubernetes, docker, linux",8,9,2023-10-14
Data Scientist,Hyderabad,HealthTech,"python, sql, statistics",4,10,2024-12-17
Business Analyst,Delhi,EdTech,"excel, sql, communication",0,21,2024-04-09
Data Scientist,Hyderabad,IT,"ml, statistics, sql",2,9,2023-11-13
ML Engineer,Delhi,HealthTech,"deep learning, python, tensorflow",6,4,2024-03-07
DevOps Engineer,Pune,FinTech,"aws, linux, docker",8,10,2023-02-22
Cyber Security Analyst,Mumbai,E-Commerce,"security, linux, networking",4,25,2024-06-02
DevOps Engineer,Pune,EdTech,"aws, docker, kubernetes",0,9,2024-11-13
DevOps Engineer,Bangalore,HealthTech,"docker, linux, kubernetes",6,16,2024-09-12
ML Engineer,Pune,FinTech,"tensorflow, python, ml",2,16,2023-09-30
ML Engineer,Delhi,E-Commerce,"deep learning, python, ml",8,8,2024-02-16
Cyber Security Analyst,Pune,HealthTech,"security, networking, linux",0,15,2024-01-29
ML Engineer,Delhi,EdTech,"python, deep learning, tensorflow",0,9,2023-05-16
Business Analyst,Delhi,E-Commerce,"sql, communication, excel",1,23,2024-06-14
Software Engineer,Hyderabad,HealthTech,"python, java, oops",8,19,2023-11-18
ML Engineer,Pune,HealthTech,"tensorflow, ml, deep learning",5,18,2024-06-13
Cloud Engineer,Mumbai,E-Commerce,"linux, azure, docker",6,25,2024-09-06
Cloud Engineer,Hyderabad,E-Commerce,"aws, azure, linux",5,13,2023-07-20
ML Engineer,Hyderabad,EdTech,"deep learning, ml, python",7,20,2023-01-27
DevOps Engineer,Delhi,HealthTech,"linux, aws, kubernetes",8,19,2023-01-01
Software Engineer,Pune,E-Commerce,"java, oops, python",1,12,2024-07-07
Data Analyst,Delhi,IT,"power bi, sql, excel",4,24,2023-11-14
Data Scientist,Hyderabad,HealthTech,"python, sql, ml",3,22,2023-02-12
Cyber Security Analyst,Delhi,EdTech,"security, networking, linux",0,8,2023-01-18
DevOps Engineer,Pune,HealthTech,"kubernetes, linux, docker",3,9,2023-02-08
Software Engineer,Bangalore,EdTech,"oops, python, java",2,15,2023-02-25
Cyber Security Analyst,Pune,FinTech,"networking, linux, security",7,13,2024-02-04
Cyber Security Analyst,Mumbai,IT,"linux, networking, security",3,7,2024-04-06
AI Engineer,Mumbai,FinTech,"nlp, ml, ai",5,7,2024-11-27
Cyber Security Analyst,Mumbai,FinTech,"networking, linux, security",4,12,2023-11-24
Data Analyst,Delhi,E-Commerce,"excel, power bi, sql",3,11,2023-12-15
Business Analyst,Delhi,HealthTech,"sql, communication, excel",0,12,2024-01-01
ML Engineer,Chennai,HealthTech,"tensorflow, deep learning, ml",2,17,2023-12-30
DevOps Engineer,Hyderabad,FinTech,"docker, linux, aws",5,22,2023-07-21
Data Analyst,Chennai,HealthTech,"python, excel, power bi",0,18,2024-01-19
Cyber Security Analyst,Delhi,EdTech,"linux, networking, security",7,10,2024-01-15
Cloud Engineer,Bangalore,IT,"docker, azure, linux",0,4,2023-10-31
Data Scientist,Mumbai,E-Commerce,"sql, python, statistics",4,25,2023-09-02
DevOps Engineer,Bangalore,HealthTech,"docker, kubernetes, aws",7,25,2023-04-11
ML Engineer,Delhi,HealthTech,"ml, tensorflow, python",6,21,2024-03-12
Data Analyst,Mumbai,FinTech,"power bi, excel, python",3,19,2023-07-16
DevOps Engineer,Hyderabad,FinTech,"kubernetes, docker, aws",2,11,2024-03-17
Cloud Engineer,Hyderabad,FinTech,"azure, aws, docker",1,18,2023-09-08
Data Analyst,Delhi,E-Commerce,"python, excel, sql",4,18,2024-09-17
Cloud Engineer,Chennai,FinTech,"aws, docker, azure",8,3,2024-06-22
Data Analyst,Bangalore,E-Commerce,"python, excel, sql",5,5,2023-10-30
Cloud Engineer,Pune,IT,"aws, azure, linux",2,20,2024-03-21
ML Engineer,Pune,E-Commerce,"deep learning, python, ml",6,13,2024-11-15
ML Engineer,Bangalore,EdTech,"tensorflow, python, deep learning",0,3,2023-02-04
DevOps Engineer,Pune,E-Commerce,"docker, aws, kubernetes",4,8,2024-05-03
ML Engineer,Delhi,FinTech,"python, deep learning, ml",1,24,2024-02-14
DevOps Engineer,Hyderabad,FinTech,"docker, linux, aws",0,15,2024-04-04
Business Analyst,Hyderabad,EdTech,"sql, excel, communication",3,24,2023-10-18
Business Analyst,Delhi,HealthTech,"sql, excel, communication",1,21,2023-01-10
Data Scientist,Mumbai,E-Commerce,"ml, sql, python",0,7,2023-07-22
Business Analyst,Bangalore,HealthTech,"sql, communication, excel",5,23,2023-04-30
ML Engineer,Bangalore,HealthTech,"tensorflow, ml, python",4,8,2023-04-24
AI Engineer,Chennai,EdTech,"python, ai, ml",8,20,2023-03-31
Cyber Security Analyst,Delhi,E-Commerce,"security, linux, networking",0,25,2024-02-05
Cloud Engineer,Mumbai,EdTech,"aws, docker, azure",4,4,2024-03-13
Cyber Security Analyst,Delhi,E-Commerce,"linux, networking, security",3,17,2023-04-30
AI Engineer,Mumbai,FinTech,"ai, nlp, python",6,19,2024-03-24
Business Analyst,Hyderabad,FinTech,"communication, excel, sql",2,7,2023-07-29
Cloud Engineer,Chennai,HealthTech,"docker, aws, azure",2,13,2023-11-06
AI Engineer,Bangalore,E-Commerce,"ai, ml, python",6,22,2023-03-09
Cloud Engineer,Delhi,FinTech,"linux, azure, docker",3,22,2024-12-20
Software Engineer,Pune,E-Commerce,"sql, oops, python",8,11,2024-06-23
Cloud Engineer,Pune,HealthTech,"docker, azure, aws",1,5,2023-08-16
DevOps Engineer,Mumbai,E-Commerce,"kubernetes, linux, aws",2,12,2024-11-19
DevOps Engineer,Delhi,FinTech,"docker, linux, aws",1,14,2023-05-05
Cloud Engineer,Pune,E-Commerce,"azure, linux, docker",4,3,2023-11-04
ML Engineer,Delhi,EdTech,"ml, python, deep learning",4,12,2024-07-24
ML Engineer,Bangalore,EdTech,"tensorflow, ml, python",0,3,2023-04-24
Web Developer,Chennai,HealthTech,"react, html, css",3,24,2024-05-30
Cyber Security Analyst,Hyderabad,E-Commerce,"networking, security, linux",5,9,2024-02-19
Web Developer,Delhi,IT,"javascript, html, css",2,22,2024-06-16
Cyber Security Analyst,Mumbai,IT,"networking, linux, security",7,10,2024-05-09
AI Engineer,Delhi,IT,"ml, ai, nlp",3,10,2023-05-21
Software Engineer,Chennai,E-Commerce,"oops, sql, java",1,15,2023-06-30
Data Analyst,Mumbai,FinTech,"sql, python, excel",2,8,2024-11-08
Software Engineer,Hyderabad,EdTech,"java, sql, oops",8,25,2023-11-09
Software Engineer,Mumbai,FinTech,"sql, python, java",6,14,2023-05-14
Data Scientist,Delhi,HealthTech,"ml, sql, statistics",7,19,2024-07-10
Web Developer,Mumbai,HealthTech,"react, css, html",3,9,2023-07-28
Business Analyst,Chennai,E-Commerce,"sql, communication, excel",3,21,2023-02-23
Business Analyst,Hyderabad,IT,"communication, excel, sql",7,8,2024-06-07
DevOps Engineer,Chennai,FinTech,"kubernetes, aws, docker",2,3,2024-11-12
Business Analyst,Hyderabad,E-Commerce,"sql, excel, communication",5,16,2024-03-21
AI Engineer,Bangalore,FinTech,"ml, ai, python",6,10,2024-08-28
Web Developer,Hyderabad,IT,"css, react, javascript",2,22,2024-07-30
Web Developer,Mumbai,IT,"react, html, css",6,20,2023-04-25
ML Engineer,Bangalore,IT,"deep learning, ml, tensorflow",2,10,2024-04-03
Software Engineer,Delhi,FinTech,"sql, python, oops",7,15,2023-05-16
Data Analyst,Mumbai,EdTech,"python, power bi, sql",8,15,2023-04-06
AI Engineer,Chennai,E-Commerce,"ai, nlp, ml",5,24,2024-02-26
Data Analyst,Bangalore,EdTech,"python, power bi, excel",8,21,2023-03-08
Data Analyst,Mumbai,E-Commerce,"excel, python, power bi",6,24,2024-08-14
Cloud Engineer,Chennai,FinTech,"azure, docker, aws",8,5,2024-12-04
Cloud Engineer,Pune,HealthTech,"azure, aws, linux",0,7,2024-12-25
Software Engineer,Hyderabad,IT,"oops, sql, python",7,5,2023-01-17
AI Engineer,Chennai,EdTech,"python, ml, ai",1,14,2023-11-05
DevOps Engineer,Chennai,FinTech,"kubernetes, linux, docker",8,10,2024-01-14
Cloud Engineer,Hyderabad,EdTech,"linux, docker, azure",3,25,2023-10-04
Cloud Engineer,Delhi,FinTech,"docker, aws, azure",0,22,2024-08-27
Data Scientist,Chennai,HealthTech,"ml, sql, statistics",0,12,2024-01-30
Data Analyst,Hyderabad,IT,"sql, power bi, excel",6,20,2023-10-26
Software Engineer,Bangalore,E-Commerce,"sql, java, oops",5,17,2023-05-21
Software Engineer,Pune,HealthTech,"java, oops, python",7,12,2023-03-04
Data Analyst,Pune,E-Commerce,"excel, python, sql",7,10,2024-07-09
Cloud Engineer,Pune,EdTech,"linux, docker, azure",6,11,2023-01-07
ML Engineer,Mumbai,EdTech,"ml, deep learning, tensorflow",4,24,2023-10-25
Data Scientist,Pune,HealthTech,"statistics, sql, python",3,24,2024-11-23
Data Scientist,Bangalore,EdTech,"sql, ml, statistics",0,7,2023-01-29
DevOps Engineer,Mumbai,IT,"kubernetes, linux, docker",4,23,2024-11-08
Data Analyst,Chennai,E-Commerce,"power bi, sql, python",7,18,2023-07-04
Business Analyst,Chennai,EdTech,"excel, sql, communication",3,12,2023-12-10
Data Analyst,Bangalore,IT,"excel, power bi, python",3,10,2023-07-14
Software Engineer,Pune,IT,"sql, java, oops",6,16,2024-06-17
Business Analyst,Chennai,HealthTech,"excel, sql, communication",8,6,2024-03-11
Software Engineer,Mumbai,IT,"oops, java, sql",5,24,2024-10-23
AI Engineer,Mumbai,IT,"nlp, ml, ai",1,23,2024-04-28
Cyber Security Analyst,Delhi,FinTech,"linux, networking, security",0,23,2024-02-02
Cyber Security Analyst,Pune,EdTech,"networking, security, linux",6,16,2023-01-01
ML Engineer,Mumbai,FinTech,"python, ml, tensorflow",2,6,2023-08-29
Business Analyst,Chennai,E-Commerce,"excel, communication, sql",4,13,2023-02-04
Cyber Security Analyst,Delhi,FinTech,"linux, security, networking",2,19,2023-04-11
Cloud Engineer,Pune,IT,"azure, docker, linux",5,7,2023-06-03
Cyber Security Analyst,Mumbai,IT,"linux, networking, security",5,9,2024-11-27
Software Engineer,Pune,IT,"oops, sql, python",6,8,2023-06-02
Web Developer,Pune,E-Commerce,"css, html, javascript",0,19,2023-12-25
DevOps Engineer,Chennai,EdTech,"linux, kubernetes, aws",0,9,2024-02-17
AI Engineer,Mumbai,HealthTech,"python, ml, ai",2,22,2023-01-25
Software Engineer,Delhi,FinTech,"oops, python, java",6,25,2024-11-11
AI Engineer,Chennai,E-Commerce,"python, ai, ml",4,16,2024-04-14
Cyber Security Analyst,Hyderabad,FinTech,"networking, security, linux",5,19,2024-10-16
Business Analyst,Hyderabad,IT,"excel, communication, sql",2,14,2023-05-15
Software Engineer,Chennai,EdTech,"oops, python, java",8,8,2024-08-23
Cyber Security Analyst,Chennai,HealthTech,"networking, linux, security",7,18,2024-08-07
Business Analyst,Mumbai,EdTech,"sql, communication, excel",4,14,2024-05-07
Software Engineer,Hyderabad,HealthTech,"oops, java, sql",2,16,2024-03-02
AI Engineer,Delhi,E-Commerce,"ml, ai, python",0,24,2023-03-08
Cyber Security Analyst,Delhi,E-Commerce,"networking, security, linux",0,22,2024-04-02
Cyber Security Analyst,Hyderabad,EdTech,"security, networking, linux",7,10,2024-07-01
Web Developer,Hyderabad,E-Commerce,"html, javascript, react",3,7,2023-01-17
Business Analyst,Hyderabad,FinTech,"excel, sql, communication",4,11,2023-02-13
ML Engineer,Pune,IT,"ml, python, tensorflow",2,17,2023-06-10
Cyber Security Analyst,Bangalore,E-Commerce,"networking, linux, security",0,3,2023-11-28
DevOps Engineer,Bangalore,IT,"linux, docker, kubernetes",2,6,2023-11-11
Business Analyst,Chennai,EdTech,"communication, excel, sql",4,11,2024-05-12
AI Engineer,Bangalore,EdTech,"nlp, ml, python",7,24,2024-07-24
ML Engineer,Hyderabad,HealthTech,"ml, tensorflow, python",8,20,2023-02-18
ML Engineer,Pune,HealthTech,"tensorflow, ml, python",6,15,2023-01-06
Business Analyst,Delhi,HealthTech,"communication, sql, excel",3,23,2023-12-31
Software Engineer,Pune,FinTech,"java, python, sql",6,10,2024-12-30
ML Engineer,Bangalore,E-Commerce,"tensorflow, deep learning, python",7,13,2024-07-01
Data Scientist,Chennai,FinTech,"python, statistics, ml",5,17,2024-02-08
Business Analyst,Delhi,E-Commerce,"communication, excel, sql",7,3,2024-11-27
Business Analyst,Bangalore,FinTech,"excel, communication, sql",3,17,2024-01-27
ML Engineer,Mumbai,EdTech,"deep learning, tensorflow, python",4,8,2024-01-10
Data Analyst,Hyderabad,E-Commerce,"sql, python, excel",1,9,2024-10-24
Cyber Security Analyst,Pune,HealthTech,"networking, security, linux",8,24,2023-06-16
Cyber Security Analyst,Delhi,FinTech,"security, linux, networking",4,17,2024-04-22
Cloud Engineer,Chennai,FinTech,"docker, linux, azure",3,10,2023-07-03
AI Engineer,Chennai,FinTech,"ml, nlp, python",2,20,2025-01-01
Web Developer,Chennai,HealthTech,"css, html, javascript",4,13,2024-11-15
Cyber Security Analyst,Mumbai,EdTech,"security, linux, networking",7,8,2023-12-26
AI Engineer,Hyderabad,IT,"ai, ml, python",6,16,2023-12-06
Data Scientist,Chennai,E-Commerce,"statistics, ml, python",0,15,2024-07-16
ML Engineer,Bangalore,FinTech,"ml, tensorflow, deep learning",8,14,2023-09-26
Data Analyst,Chennai,FinTech,"sql, python, excel",1,7,2024-04-17
Web Developer,Hyderabad,FinTech,"javascript, css, html",5,18,2023-07-01
Data Analyst,Pune,HealthTech,"power bi, excel, sql",5,23,2023-12-20
Business Analyst,Chennai,EdTech,"communication, excel, sql",6,23,2024-06-25
DevOps Engineer,Chennai,EdTech,"kubernetes, linux, aws",5,7,2024-10-22
Business Analyst,Hyderabad,HealthTech,"sql, communication, excel",6,12,2023-06-18
Software Engineer,Delhi,EdTech,"oops, java, sql",5,15,2024-02-13
Web Developer,Chennai,IT,"css, react, javascript",3,20,2023-05-15
Software Engineer,Hyderabad,FinTech,"java, sql, oops",7,17,2023-09-20
Cyber Security Analyst,Bangalore,E-Commerce,"linux, networking, security",4,17,2023-01-16
Data Scientist,Bangalore,IT,"ml, python, statistics",1,14,2023-02-02
Software Engineer,Pune,HealthTech,"oops, sql, python",1,20,2023-11-19
AI Engineer,Bangalore,HealthTech,"ai, nlp, ml",4,21,2024-03-20
Data Analyst,Chennai,EdTech,"sql, power bi, python",6,3,2023-08-04
Web Developer,Hyderabad,HealthTech,"css, javascript, react",0,24,2024-10-15
AI Engineer,Bangalore,EdTech,"ml, ai, nlp",2,13,2023-04-23
AI Engineer,Mumbai,HealthTech,"python, nlp, ml",7,9,2024-10-30
DevOps Engineer,Pune,EdTech,"docker, linux, aws",2,9,2023-11-04
Software Engineer,Delhi,FinTech,"sql, java, python",1,25,2024-09-07
Software Engineer,Bangalore,HealthTech,"python, oops, java",6,23,2024-03-05
Cloud Engineer,Chennai,HealthTech,"linux, aws, azure",5,20,2023-09-01
Web Developer,Chennai,FinTech,"react, javascript, css",4,4,2024-04-29
DevOps Engineer,Chennai,FinTech,"aws, docker, kubernetes",8,5,2024-12-07
Cyber Security Analyst,Pune,E-Commerce,"networking, linux, security",5,6,2023-06-23
Data Scientist,Bangalore,FinTech,"ml, python, statistics",6,7,2023-05-04
AI Engineer,Pune,E-Commerce,"ai, python, nlp",0,21,2023-04-01
Data Analyst,Bangalore,E-Commerce,"power bi, sql, python",1,24,2024-02-20
AI Engineer,Delhi,FinTech,"nlp, python, ai",2,11,2023-07-03
Cyber Security Analyst,Delhi,IT,"security, linux, networking",1,4,2023-04-16
ML Engineer,Pune,HealthTech,"python, deep learning, tensorflow",3,22,2023-07-01
Data Analyst,Bangalore,EdTech,"excel, sql, power bi",1,16,2024-09-29
ML Engineer,Pune,IT,"python, tensorflow, deep learning",2,3,2024-02-16
Cyber Security Analyst,Hyderabad,EdTech,"networking, security, linux",7,16,2024-07-25
DevOps Engineer,Hyderabad,E-Commerce,"linux, kubernetes, aws",2,16,2023-01-11
Software Engineer,Mumbai,HealthTech,"sql, python, oops",6,10,2024-04-28
Software Engineer,Bangalore,EdTech,"sql, python, oops",7,10,2023-01-29
Data Scientist,Hyderabad,HealthTech,"python, sql, statistics",7,23,2024-02-14
Cyber Security Analyst,Delhi,IT,"linux, networking, security",6,8,2023-07-26
Cloud Engineer,Pune,FinTech,"linux, azure, docker",7,19,2023-07-19
Cyber Security Analyst,Delhi,FinTech,"linux, networking, security",6,18,2023-06-02
Cyber Security Analyst,Delhi,IT,"linux, security, networking",2,6,2023-10-28
Software Engineer,Mumbai,E-Commerce,"java, python, sql",0,18,2023-04-18
Cloud Engineer,Mumbai,EdTech,"docker, linux, aws",8,16,2023-02-01
DevOps Engineer,Delhi,E-Commerce,"docker, aws, kubernetes",6,24,2024-07-09
Web Developer,Delhi,IT,"react, css, javascript",5,14,2023-04-07
DevOps Engineer,Bangalore,FinTech,"aws, docker, kubernetes",2,6,2023-12-05
Cyber Security Analyst,Chennai,E-Commerce,"linux, networking, security",6,15,2023-07-06
DevOps Engineer,Hyderabad,FinTech,"docker, kubernetes, linux",2,5,2023-08-19
Software Engineer,Delhi,FinTech,"java, sql, oops",8,25,2024-06-04
DevOps Engineer,Delhi,EdTech,"docker, aws, linux",3,24,2023-02-15
DevOps Engineer,Chennai,E-Commerce,"linux, aws, docker",7,17,2023-08-18
Web Developer,Bangalore,EdTech,"css, html, javascript",3,15,2023-06-16
Cyber Security Analyst,Hyderabad,EdTech,"networking, linux, security",8,10,2023-05-03
Data Scientist,Hyderabad,EdTech,"statistics, sql, python",4,20,2024-05-31
Web Developer,Chennai,HealthTech,"javascript, html, react",7,12,2023-09-18
AI Engineer,Delhi,HealthTech,"nlp, python, ai",7,8,2023-06-17
AI Engineer,Delhi,HealthTech,"python, nlp, ai",7,10,2023-09-12
Web Developer,Pune,IT,"javascript, html, css",2,19,2024-06-13
Software Engineer,Mumbai,IT,"sql, oops, java",0,17,2024-12-30
ML Engineer,Hyderabad,HealthTech,"ml, python, deep learning",5,6,2023-03-22
ML Engineer,Chennai,HealthTech,"deep learning, tensorflow, python",4,14,2023-06-17
Software Engineer,Pune,EdTech,"oops, java, sql",4,8,2024-12-26
Software Engineer,Mumbai,HealthTech,"python, java, sql",1,8,2023-06-09
Software Engineer,Chennai,E-Commerce,"oops, python, java",8,5,2023-05-08
Business Analyst,Delhi,HealthTech,"excel, sql, communication",7,21,2024-12-14
Business Analyst,Chennai,E-Commerce,"sql, excel, communication",2,24,2023-03-13
AI Engineer,Delhi,IT,"ml, ai, python",0,3,2023-10-22
Data Scientist,Hyderabad,IT,"python, ml, sql",2,16,2024-06-03
Data Scientist,Mumbai,HealthTech,"sql, python, ml",3,13,2024-06-12
Cyber Security Analyst,Hyderabad,E-Commerce,"security, networking, linux",0,14,2023-04-08
Software Engineer,Mumbai,IT,"java, sql, python",5,14,2024-08-31
DevOps Engineer,Delhi,EdTech,"aws, kubernetes, linux",6,16,2023-02-17
DevOps Engineer,Pune,EdTech,"linux, docker, kubernetes",5,17,2023-09-15
Business Analyst,Pune,FinTech,"excel, communication, sql",6,23,2024-08-15
DevOps Engineer,Mumbai,E-Commerce,"aws, docker, linux",3,14,2024-07-22
Cloud Engineer,Mumbai,EdTech,"docker, linux, aws",4,22,2023-01-26
Data Scientist,Delhi,FinTech,"ml, python, sql",0,25,2024-12-18
ML Engineer,Mumbai,E-Commerce,"ml, deep learning, python",7,17,2023-11-03
Business Analyst,Chennai,FinTech,"excel, sql, communication",6,9,2023-12-01
Data Scientist,Bangalore,EdTech,"sql, python, ml",2,18,2024-05-06
DevOps Engineer,Delhi,EdTech,"linux, kubernetes, docker",2,24,2023-06-25
ML Engineer,Chennai,IT,"python, tensorflow, ml",2,24,2024-02-18
Cyber Security Analyst,Chennai,HealthTech,"networking, security, linux",1,7,2024-02-12
ML Engineer,Pune,HealthTech,"ml, python, tensorflow",7,9,2024-09-20
Software Engineer,Pune,HealthTech,"oops, python, sql",3,20,2023-12-17
DevOps Engineer,Mumbai,EdTech,"kubernetes, docker, linux",6,10,2023-10-27
Web Developer,Hyderabad,IT,"html, javascript, react",0,22,2024-12-01
Software Engineer,Hyderabad,HealthTech,"python, sql, oops",5,14,2023-07-27
AI Engineer,Hyderabad,HealthTech,"nlp, python, ml",3,15,2024-09-26
Business Analyst,Pune,EdTech,"communication, excel, sql",7,4,2024-01-27
Business Analyst,Mumbai,HealthTech,"excel, sql, communication",4,4,2023-09-19
Business Analyst,Mumbai,FinTech,"excel, communication, sql",3,18,2024-11-17
Business Analyst,Mumbai,FinTech,"sql, excel, communication",1,15,2023-01-24
Cyber Security Analyst,Chennai,HealthTech,"linux, networking, security",0,17,2023-05-27
Data Analyst,Bangalore,IT,"excel, sql, python",3,16,2024-05-11
Data Scientist,Hyderabad,FinTech,"statistics, sql, python",8,13,2023-09-27
Data Analyst,Hyderabad,EdTech,"sql, power bi, excel",6,11,2023-05-27
Software Engineer,Pune,FinTech,"java, oops, sql",1,22,2024-05-24
Software Engineer,Mumbai,IT,"python, sql, oops",0,22,2023-06-24
ML Engineer,Pune,HealthTech,"tensorflow, python, deep learning",1,17,2023-03-02
ML Engineer,Hyderabad,EdTech,"tensorflow, ml, python",8,18,2023-12-23
AI Engineer,Pune,EdTech,"ml, ai, python",5,20,2023-11-27
ML Engineer,Pune,EdTech,"deep learning, tensorflow, python",8,7,2024-11-02
AI Engineer,Delhi,EdTech,"ai, python, nlp",2,10,2024-08-02
Cloud Engineer,Mumbai,IT,"linux, docker, aws",2,25,2023-08-18
AI Engineer,Mumbai,HealthTech,"python, nlp, ml",0,18,2023-12-08
Software Engineer,Delhi,EdTech,"python, oops, java",2,9,2024-01-22
Cloud Engineer,Delhi,HealthTech,"aws, linux, docker",8,9,2024-06-21
Data Scientist,Pune,EdTech,"ml, python, statistics",6,13,2024-02-21
Business Analyst,Bangalore,E-Commerce,"sql, excel, communication",2,14,2024-08-14
Cloud Engineer,Mumbai,IT,"aws, linux, azure",5,19,2023-06-01
Cyber Security Analyst,Mumbai,HealthTech,"security, linux, networking",5,21,2024-10-02
Data Analyst,Hyderabad,HealthTech,"python, sql, power bi",2,12,2023-11-21
Cyber Security Analyst,Hyderabad,E-Commerce,"networking, security, linux",1,8,2023-10-14
Data Scientist,Mumbai,FinTech,"ml, statistics, sql",0,3,2023-04-25
AI Engineer,Mumbai,FinTech,"nlp, ai, python",8,19,2024-05-30
Cyber Security Analyst,Mumbai,E-Commerce,"security, linux, networking",5,16,2024-06-17
Data Scientist,Hyderabad,HealthTech,"statistics, ml, sql",7,17,2023-03-14
Web Developer,Delhi,HealthTech,"html, react, javascript",0,17,2024-11-25
Business Analyst,Pune,IT,"sql, communication, excel",2,17,2023-07-06
Business Analyst,Chennai,HealthTech,"communication, sql, excel",0,21,2024-07-23
Data Scientist,Mumbai,E-Commerce,"ml, sql, statistics",5,14,2024-02-18
Business Analyst,Bangalore,EdTech,"communication, sql, excel",8,13,2024-01-21
Data Scientist,Delhi,IT,"statistics, python, sql",0,8,2023-08-24
Cloud Engineer,Hyderabad,FinTech,"linux, aws, azure",1,19,2023-01-25
Software Engineer,Delhi,IT,"oops, java, sql",4,18,2023-04-24
Business Analyst,Hyderabad,HealthTech,"excel, sql, communication",6,16,2023-11-18
DevOps Engineer,Delhi,IT,"docker, aws, kubernetes",1,21,2023-03-12
Web Developer,Mumbai,EdTech,"javascript, html, react",0,21,2023-06-17
Web Developer,Delhi,FinTech,"css, javascript, react",8,15,2024-09-13
DevOps Engineer,Hyderabad,E-Commerce,"aws, kubernetes, linux",3,16,2024-12-14
AI Engineer,Delhi,FinTech,"ai, ml, python",7,23,2023-08-10
DevOps Engineer,Pune,IT,"linux, docker, kubernetes",5,6,2024-04-15
ML Engineer,Delhi,EdTech,"python, ml, deep learning",0,14,2024-12-14
Business Analyst,Hyderabad,IT,"communication, excel, sql",6,24,2024-08-31
Cloud Engineer,Delhi,EdTech,"docker, linux, azure",0,8,2024-09-07
Web Developer,Mumbai,FinTech,"css, react, html",7,25,2024-05-30
Data Scientist,Delhi,IT,"statistics, ml, sql",1,3,2024-07-19
Business Analyst,Bangalore,E-Commerce,"excel, sql, communication",7,9,2024-03-04
AI Engineer,Pune,EdTech,"ml, nlp, ai",0,12,2024-08-25
Cyber Security Analyst,Mumbai,IT,"security, linux, networking",7,20,2023-06-22
Web Developer,Pune,EdTech,"css, javascript, html",3,24,2023-04-06
DevOps Engineer,Bangalore,FinTech,"linux, docker, aws",7,14,2024-08-29
Business Analyst,Chennai,HealthTech,"communication, sql, excel",5,6,2023-06-06
Cyber Security Analyst,Bangalore,E-Commerce,"networking, security, linux",7,16,2023-03-09
Cloud Engineer,Hyderabad,HealthTech,"aws, docker, azure",2,10,2024-09-19
AI Engineer,Mumbai,E-Commerce,"python, ai, nlp",2,25,2023-09-21
Data Scientist,Hyderabad,FinTech,"statistics, sql, ml",7,20,2024-11-24
